HomerSampleID,Year,Agency,FisheryName,Species,Source,StatWeek,StatArea,SubDistrict,AStreamCode,Stock,Harvest,SampleDate,Gear,SurveySite,Rcvd,Preps,NotMarked,Marked, LCI,PWS,KOD,Other,TUTKA16PINK,TUTKA16PINKA,TUTKA17PINK,TUTKA17PINKA,TUTKA18PINK,TUTKA18PINKA,TUTKA18PINKB,TUTKA18PINKC,TUTKA19PINK,TUTKA19PINKA,TUTKA19PINKB,TUTKA20PINKB,PORTGRAHAM16,PORTGRAHAM17,PORTGRAHAM17A,PORTGRAHAM18,PORTGRAHAM19,PORTGRAHAM20,AFK16B,AFK17B,AFK18B,AFK19B,AFK20A,AFK20B,CCH16,CCH17,CCH18,CCH19,CCH20,CCH20A,SGH16,SGH17,SGH18,SGH19,SGH20,WNH16PINKB,WNH17PINKB,WNH18PINKB,WNH19PINKB,WNH20PINKB,KITOI17PINK,KITOI18PINK,KITOI19PINK
19HMK133P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,35,23201,Koyuktolik (Dogfish) Subdistrict,241-40-10300,Dogfish Lagoon Creeks,,8/28/2019,NOT REQUIRED,HOMER,48,48,42,6,2,4,0,0,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,
19HMO132P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,35,24950,McNeil River Subdistrict,243-20-10035,McNeil River,,8/28/2019,NOT REQUIRED,HOMER,96,79,79,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19HMO128P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,35,23211,Port Dick Head End Section,242-42-10460,Port Dick Creek,,8/27/2019,NOT REQUIRED,HOMER,132,128,126,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
19HMS126P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,35,24107,Tutka Bay Subdistrict,241-16-10090,Tutka Creek,,8/26/2019,NOT REQUIRED,HOMER,132,125,16,109,107,2,0,0,,,43,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,
19HMO124P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,34,23213,Port Dick Island Creek Section,242-42-10430,Island Creek,,8/23/2019,NOT REQUIRED,HOMER,143,143,133,10,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
19HMS122P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,34,24114,Humpy Creek Subdistrict,241-14-10510,Humpy Creek,,8/22/2019,NOT REQUIRED,HOMER,138,99,97,2,2,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19HMS119P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,34,24117,Seldovia Bay Subdistrict,241-11-10730,Seldovia River,,8/21/2019,NOT REQUIRED,HOMER,139,136,121,15,8,7,0,0,,,5,2,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,
19HMO117P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,34,23211,Port Dick Head End Section,242-42-10460,Port Dick Creek,,8/20/2019,NOT REQUIRED,HOMER,158,156,153,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
19HMS114P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,34,24120,Port Graham Section,241-20-10550,Port Graham River,,8/19/2019,NOT REQUIRED,HOMER,138,138,129,9,4,5,0,0,,,1,2,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,
19HMS112P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,33,24118,Barabara Creek Subdistrict,241-11-10800,Barabara Creek,,8/15/2019,NOT REQUIRED,HOMER,132,131,99,32,5,27,0,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,1,,,,,,
19WBS108P,2019,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,33,2410618,Iniskin Bay Subdistrict,,,TRADITIONAL,8/14/2019,SET GILLNET,HOMER,96,95,70,25,15,10,0,0,,,9,1,,,,,,,,,,5,,,,,,4,,,,,,4,,,,,,,,,,,2,,,,,,
19GBT110P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,33,23213,Port Dick Island Creek Section,242-42-10430,Island Creek,,8/14/2019,NOT REQUIRED,HOMER,54,50,46,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
19HMO111P,2019,ADFG,,PINK,RACK RETURN,33,24107,Tutka Bay Subdistrict,241-16-10090,Tutka Creek,,8/14/2019,NOT REQUIRED,HOMER,96,95,16,79,79,0,0,0,,,30,48,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19HMS116P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,33,23202,Port Chatham Subdistrict,242-10-10230,Port Chatham Creeks,,8/13/2019,NOT REQUIRED,HOMER,36,35,35,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19HMO104P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,33,23202,Port Chatham Subdistrict,242-10-10220,Port Chatham Creeks,,8/13/2019,NOT REQUIRED,HOMER,36,36,33,3,1,2,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
19HMO105P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,33,23202,Port Chatham Subdistrict,242-10-10250,Port Chatham Creeks,,8/13/2019,NOT REQUIRED,HOMER,36,35,35,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19HMO106P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,33,23202,Port Chatham Subdistrict,242-10-10240,Port Chatham Creeks,,8/13/2019,NOT REQUIRED,HOMER,36,35,34,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
19HMO107P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,33,24130,English Bay Section,241-30-10500,English Bay Lakes,,8/13/2019,NOT REQUIRED,HOMER,97,95,65,30,3,27,0,0,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,27,,,,,,,,,,,
19HMS102P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,33,24107,Tutka Bay Subdistrict,241-16-10090,Tutka Creek,,8/12/2019,NOT REQUIRED,HOMER,132,131,24,107,106,1,0,0,,,27,78,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
19HMO100P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,32,23211,Port Dick Head End Section,242-42-10460,Port Dick Creek,,8/9/2019,NOT REQUIRED,HOMER,38,38,38,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19HMO101P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,32,23211,Port Dick Head End Section,242-42-10460,Port Dick Creek,,8/9/2019,NOT REQUIRED,HOMER,96,94,94,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19GBT097P,2019,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,32,2410618,Iniskin Bay Subdistrict,,,TRADITIONAL,8/7/2019,SET GILLNET,HOMER,96,94,57,37,27,10,0,0,,,22,,,,,,,,,,,5,,,,,,2,,,,,,1,,,,,,5,,,,,2,,,,,,
19HMS098P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,32,24118,Barabara Creek Subdistrict,241-11-10800,Barabara Creek,,8/7/2019,NOT REQUIRED,HOMER,32,30,28,2,1,1,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
19HMS099P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,32,24118,Barabara Creek Subdistrict,241-11-10800,Barabara Creek,,8/7/2019,NOT REQUIRED,HOMER,96,96,94,2,1,1,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
19HMS090P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,32,24115,Halibut Cove Subdistrict,,,TRADITIONAL,8/5/2019,PURSE SEINE,HOMER,3,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD092P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,32,24115,Halibut Cove Subdistrict,,,TRADITIONAL,8/5/2019,PURSE SEINE,HOMER,27,27,26,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
19PSD094P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,32,24120,Port Graham Section,242-10-10220,Port Chatham Creeks,,8/5/2019,NOT REQUIRED,HOMER,47,45,45,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD089P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,31,24106,Tutka Bay Subdistrict,,,TRADITIONAL,8/2/2019,PURSE SEINE,HOMER,89,88,37,51,47,4,0,0,,,46,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
19HMS087P,2019,ADFG,,PINK,ESCAPEMENT SURVEY,31,24114,Humpy Creek Subdistrict,241-14-10510,Humpy Creek,,8/1/2019,NOT REQUIRED,HOMER,13,13,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19GSD086P,2019,ADFG,Southern (Lower Cook Inlet) Set Gillnet,PINK,COMMERCIAL COM PROP,31,24100,Southern District,,,TRADITIONAL,7/31/2019,SET GILLNET,HOMER,96,96,49,47,40,7,0,0,,,38,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,6,,,,,,,,,,,
19PSD076P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,30,24190,China Poot Section,,,TRADITIONAL,7/26/2019,PURSE SEINE,HOMER,10,9,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD074P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,30,24193,Hazel Lake SHA,,,TRADITIONAL,7/26/2019,PURSE SEINE,HOMER,34,34,28,6,6,0,0,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD066P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,30,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/22/2019,PURSE SEINE,HOMER,78,76,36,40,40,0,0,0,,,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD068P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,30,24193,Hazel Lake SHA,,,TRADITIONAL,7/22/2019,PURSE SEINE,HOMER,26,26,24,2,2,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD057P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/19/2019,PURSE SEINE,HOMER,28,28,14,14,14,0,0,0,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD059P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24106,Tutka Bay Subdistrict,,,TRADITIONAL,7/19/2019,PURSE SEINE,HOMER,78,76,25,51,51,0,0,0,,,42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD061P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24193,Hazel Lake SHA,,,TRADITIONAL,7/19/2019,PURSE SEINE,HOMER,37,37,29,8,8,0,0,0,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD048P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24190,China Poot Section,,,TRADITIONAL,7/15/2019,PURSE SEINE,HOMER,20,20,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD050P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24190,China Poot Section,,,TRADITIONAL,7/15/2019,PURSE SEINE,HOMER,19,19,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD052P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,29,24193,Hazel Lake SHA,,,TRADITIONAL,7/15/2019,PURSE SEINE,HOMER,16,16,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD041P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,28,24191,Neptune Bay Section,,,TRADITIONAL,7/12/2019,PURSE SEINE,HOMER,43,41,36,5,5,0,0,0,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD043P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,28,24193,Hazel Lake SHA,,,TRADITIONAL,7/12/2019,PURSE SEINE,HOMER,11,10,9,1,1,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD045P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,28,24193,Hazel Lake SHA,,,TRADITIONAL,7/12/2019,PURSE SEINE,HOMER,18,15,14,1,1,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD030P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,28,24115,Halibut Cove Subdistrict,,,TRADITIONAL,7/8/2019,PURSE SEINE,HOMER,19,19,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD032P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,28,24190,China Poot Section,,,TRADITIONAL,7/8/2019,PURSE SEINE,HOMER,38,37,37,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD034P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,28,24190,China Poot Section,,,TRADITIONAL,7/8/2019,PURSE SEINE,HOMER,29,28,24,4,4,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19PSD026P,2019,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,27,24191,Neptune Bay Section,,,TRADITIONAL,7/5/2019,PURSE SEINE,HOMER,8,7,4,3,3,0,0,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP36,2018,ADFG,,PINK,ESCAPEMENT SURVEY,38,241,Outer District,241-11-10730,Seldovia River,,9/18/2018,NOT REQUIRED,HOMER,96,95,90,5,5,0,0,0,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP37,2018,ADFG,,PINK,ESCAPEMENT SURVEY,38,241,Outer District,241-11-10730,Seldovia River,,9/18/2018,NOT REQUIRED,HOMER,4,4,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP26,2018,ADFG,,PINK,ESCAPEMENT SURVEY,37,241,Outer District,241-11-10800,Barabara Creek,,9/13/2018,NOT REQUIRED,HOMER,11,11,5,5,1,4,0,0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,1,,,,,,,
18ESCP31,2018,ADFG,,PINK,ESCAPEMENT SURVEY,37,241,Outer District,241-14-10510,Humpy Creek,,9/12/2018,NOT REQUIRED,HOMER,96,96,93,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP32,2018,ADFG,,PINK,ESCAPEMENT SURVEY,37,241,Outer District,241-14-10510,Humpy Creek,,9/12/2018,NOT REQUIRED,HOMER,4,4,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP16,2018,ADFG,,PINK,ESCAPEMENT SURVEY,37,232,Outer District,242-42-10430,Island Creek,,9/11/2018,NOT REQUIRED,HOMER,76,76,74,2,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
18ESCP18,2018,ADFG,,PINK,ESCAPEMENT SURVEY,37,241,Outer District,241-30-10500,English Bay Lakes,,9/10/2018,NOT REQUIRED,HOMER,4,4,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP19,2018,ADFG,,PINK,ESCAPEMENT SURVEY,37,241,Outer District,241-30-10500,English Bay Lakes,,9/10/2018,NOT REQUIRED,HOMER,96,96,91,3,0,3,0,0,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,
18ESCP34,2018,ADFG,,PINK,ESCAPEMENT SURVEY,37,241,Outer District,241-15-10370,China Poot Creek,,9/10/2018,NOT REQUIRED,HOMER,4,4,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP35,2018,ADFG,,PINK,ESCAPEMENT SURVEY,37,241,Outer District,241-15-10370,China Poot Creek,,9/10/2018,NOT REQUIRED,HOMER,96,96,95,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP29,2018,ADFG,,PINK,ESCAPEMENT SURVEY,36,232,Outer District,241-40-10300,Dogfish Lagoon Creeks,,9/7/2018,NOT REQUIRED,HOMER,96,96,59,35,18,17,0,0,,1,,,,,,,,,,,17,,,,,,15,,,,,,2,,,,,,,,,,,,,,,,,,
18ESCP30,2018,ADFG,,PINK,ESCAPEMENT SURVEY,36,232,Outer District,241-40-10300,Dogfish Lagoon Creeks,,9/7/2018,NOT REQUIRED,HOMER,4,4,3,1,1,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP20,2018,ADFG,,PINK,ESCAPEMENT SURVEY,36,232,Outer District,242-10-10230,Port Chatham Creeks,,9/6/2018,NOT REQUIRED,HOMER,96,96,69,25,23,2,0,0,,,,,,,,,,,,,23,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP21,2018,ADFG,,PINK,ESCAPEMENT SURVEY,36,232,Outer District,242-10-10230,Port Chatham Creeks,,9/6/2018,NOT REQUIRED,HOMER,4,4,3,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
18PSD45P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,36,24190,China Poot Section,,,TRADITIONAL,9/5/2018,PURSE SEINE,HOMER,96,96,5,88,88,0,0,0,9,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP22,2018,ADFG,,PINK,ESCAPEMENT SURVEY,36,232,Outer District,242-42-10460,Port Dick Creek,,9/5/2018,NOT REQUIRED,HOMER,96,96,95,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
18ESCP23,2018,ADFG,,PINK,ESCAPEMENT SURVEY,36,232,Outer District,242-42-10460,Port Dick Creek,,9/5/2018,NOT REQUIRED,HOMER,4,4,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP27,2018,ADFG,,PINK,ESCAPEMENT SURVEY,36,241,Outer District,241-20-10550,Port Graham River,,9/4/2018,NOT REQUIRED,HOMER,96,96,89,7,5,2,0,0,,1,,,,,,,,,,,4,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
18ESCP28,2018,ADFG,,PINK,ESCAPEMENT SURVEY,36,241,Outer District,241-20-10550,Port Graham River,,9/4/2018,NOT REQUIRED,HOMER,4,4,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP15,2018,ADFG,,PINK,ESCAPEMENT SURVEY,35,232,Outer District,242-42-10430,Island Creek,,8/29/2018,NOT REQUIRED,HOMER,30,30,24,5,2,3,0,0,1,1,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,
18ESCP24,2018,ADFG,,PINK,ESCAPEMENT SURVEY,35,241,Outer District,241-16-10090,Tutka Creek,,8/28/2018,NOT REQUIRED,HOMER,96,96,0,95,95,0,0,0,70,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP25,2018,ADFG,,PINK,ESCAPEMENT SURVEY,35,241,Outer District,241-16-10090,Tutka Creek,,8/28/2018,NOT REQUIRED,HOMER,7,7,0,7,7,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP33,2018,ADFG,,PINK,ESCAPEMENT SURVEY,35,241,Outer District,241-15-10370,China Poot Creek,,8/27/2018,NOT REQUIRED,HOMER,63,63,57,4,2,2,0,0,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
18ESCP13,2018,ADFG,,PINK,ESCAPEMENT SURVEY,34,232,Outer District,242-10-10230,Port Chatham Creeks,,8/24/2018,NOT REQUIRED,HOMER,5,5,4,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP14,2018,ADFG,,PINK,ESCAPEMENT SURVEY,34,232,Outer District,242-42-10460,Port Dick Creek,,8/24/2018,NOT REQUIRED,HOMER,96,96,96,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP11,2018,ADFG,,PINK,ESCAPEMENT SURVEY,34,232,Outer District,242-10-10230,Port Chatham Creeks,,8/23/2018,NOT REQUIRED,HOMER,96,96,88,8,8,0,0,0,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP12,2018,ADFG,,PINK,ESCAPEMENT SURVEY,34,241,Outer District,241-30-10500,English Bay Lakes,,8/23/2018,NOT REQUIRED,HOMER,50,50,38,12,0,12,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,,,,,,
18ESCP17,2018,ADFG,,PINK,ESCAPEMENT SURVEY,34,249,Outer District,243-20-10035,McNeil River,,8/22/2018,NOT REQUIRED,HOMER,96,96,92,2,2,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP09,2018,ADFG,,PINK,ESCAPEMENT SURVEY,34,241,Outer District,241-11-10800,Barabara Creek,,8/21/2018,NOT REQUIRED,HOMER,96,96,90,3,1,2,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
18ESCP10,2018,ADFG,,PINK,ESCAPEMENT SURVEY,34,241,Outer District,241-11-10800,Barabara Creek,,8/21/2018,NOT REQUIRED,HOMER,96,96,94,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP08,2018,ADFG,,PINK,ESCAPEMENT SURVEY,34,241,Outer District,241-14-10510,Humpy Creek,,8/20/2018,NOT REQUIRED,HOMER,96,96,95,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD42P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,33,24107,Tutka Bay Subdistrict,,,TRADITIONAL,8/17/2018,PURSE SEINE,HOMER,96,96,11,84,82,2,0,0,24,58,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
18PSD43P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,33,24190,China Poot Section,,,TRADITIONAL,8/17/2018,PURSE SEINE,HOMER,9,9,7,2,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP07,2018,ADFG,,PINK,ESCAPEMENT SURVEY,33,241,Outer District,241-11-10730,Seldovia River,,8/17/2018,NOT REQUIRED,HOMER,96,96,93,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP06,2018,ADFG,,PINK,ESCAPEMENT SURVEY,33,241,Outer District,241-14-10510,Humpy Creek,,8/16/2018,NOT REQUIRED,HOMER,96,96,94,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD40P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,33,24107,Tutka Bay Subdistrict,,,TRADITIONAL,8/15/2018,PURSE SEINE,HOMER,82,82,14,66,66,0,0,0,9,56,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD41P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,33,24107,Tutka Bay Subdistrict,,,TRADITIONAL,8/15/2018,PURSE SEINE,HOMER,96,96,11,83,83,0,0,0,17,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18ESCP05,2018,ADFG,,PINK,ESCAPEMENT SURVEY,33,232,Outer District,241-40-10300,Dogfish Lagoon Creeks,,8/15/2018,NOT REQUIRED,HOMER,33,33,32,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD38P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,32,24120,Port Graham Section,,,TRADITIONAL,8/10/2018,PURSE SEINE,HOMER,81,80,35,45,45,0,0,0,,1,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18PSD39P,2018,ADFG,Southern (Lower Cook Inlet) Purse Seine,PINK,COMMERCIAL COM PROP,32,24120,Port Graham Section,,,TRADITIONAL,8/10/2018,PURSE SEINE,HOMER,96,96,78,15,13,2,0,0,1,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,
18ESCP04,2018,ADFG,,PINK,ESCAPEMENT SURVEY,32,241,Outer District,241-16-10090,Tutka Creek,,8/9/2018,NOT REQUIRED,HOMER,96,96,10,84,84,0,0,0,71,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
